year,Preparation,"p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s",O2 conversion,CH4 conversion,COx selectivity,C2H6 selectivity,C2H4 selectivity,C2 selectivity,C2 yield,Ag,Al,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Ge,Ho,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,Sb,Sc,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr,Temperature_C
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.062542809,97.13604,38.66348,,,,58.47255,22.60752267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.257200035,0,3.088836683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.00948403,0,0,0,0,0,0,0,0,0,0,0,1.644479248,0,0,0,0,800
2019,Impregnation,0.8,0.2,4,1,0.08453,99,42.1,45.9,37.83529412,15.76470588,53.6,22.5656,0,0,0,0,0,0,0,0,0,0,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.687,0,0,0,1.384,0,0,0,0,800
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.063445965,,41.4,,35.57586207,18.72413793,54.3,22.4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.889852116,0,6.986231515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.99065103,0,0,0,0,0,0,0,0,0,0,0,2.133265341,0,0,0,0,838
1991,n.a.,0.675000012,0.338,1.997040987,1.013000011,,89.69999695,38.70000076,,41,17,58,22.44600044,0,0,0,0,16.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,16.60000038,0,0,0,0,0,0,0,50,16.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.85
2014,Impregnation,0.666666667,0.333333333,2,1,0.015497549,85,38,35,43,16,59,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,905
2014,Sol-gel,0.666666667,0.333333333,2,1,0.038585281,85,38,35,43,16,59,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,904.85
2019,Impregnation,0.833,0.166,5,1,0.08424,99.7,41.1,45.4,39.14444444,15.05555556,54.2,22.2762,0,0,0,0,0,0,0,0,0,0,1.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.081,0,0,0,1.39,0,0,0,0,800
1990,n.a.,0.027000001,0.014,1.928570986,1.013000011,2.4,,42,,34,19,53,22.26,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1986,Impregnation,0.050000001,0.02,2.5,1.013000011,0.6,90,41.20000076,,26,28,54,22.24800041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1986,n.a.,0.027000001,0.014,1.928570986,1.013000011,2.4,,39,,,,57,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.09999847,0,0,14.89999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2011,Solid-phase technique,0.714285714,0.285714286,2.5,1,0.146333333,90,39,40,41,16,57,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,897
2013,Impregnation,0.5,0.5,1,1,0.545454545,,54.82143,51.65533,,,40.50505,22.20544763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226,0,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65541491,0,0,0,0,0,0,0,0,0,0,0,1.041,0,0,0,0,800
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.065746351,,39,,39.51818182,17.18181818,56.7,22.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931247586,0,0.299343376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5623793,0,0,0,0,0,0,0,0,0,0,0,1.207029741,0,0,0,0,840
2008,Impregnation,0.400000006,0.200000003,2,1.013000011,0.6,,37,,,,59.5,22.015,0,0,0,0,36.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.79999924,0,0,0,0,29,0,0,0,0,0,0,0,0,799.85
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.063572361,,41.3,,34.92068966,18.37931034,53.3,22.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102449889,0,3.207126949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.08685969,0,0,0,0,0,0,0,0,0,0,0,1.603563474,0,0,0,0,844
2010,Impregnation,0.833333333,0.166666667,5,1,0.13,,31,,50.11764706,20.88235294,71,22.01,0,0,0,0,0,0,0,0,0,0,1.809957334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.134807639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.98783121,0,0,0,0,0,0,0,0,0,0,0,1.067403819,0,0,0,0,800
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.060764471,,39.5,,36.49310345,19.20689655,55.7,22.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86610879,0,5.149662053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.46346958,0,0,0,0,0,0,0,0,0,0,0,1.520759575,0,0,0,0,853
1989,n.a.,0.333000004,0.166999996,1.994011998,1.013000011,0.39,,40,,,,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2019,Impregnation,0.6,0.2,3,1,0.36,,34.58333,,,,63.56643,21.98338826,0,0,0,0,0,0,0,49.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770244648,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,800
2019,Impregnation,0.8,0.2,4,1,0.08276,99.1,44.2,49.7,35.75,13.75,49.5,21.879,0,0,0,0,0,0,0,0,0,0,4.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.968,0,0,0,1.421,0,0,0,0,800
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.062471463,,41.2,,34.78965517,18.31034483,53.1,21.8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.885961987,0,6.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.36112037,0,0,0,0,0,0,0,0,0,0,0,2.175725242,0,0,0,0,837
2017,Impregnation,0.5,0.1,5,1,0.184889,,27.33333,,,,80,21.866664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125483441,0,2.11486291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3924119,0,0,0,0,0,0,0,2.309810297,0,0,0,1.057431455,0,0,0,0,800
1988,n.a.,0.275999993,0.130999997,2.106869936,1.013000011,0.52,,23,,52,43,95,21.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000006,0,0,0,0,0,0,0,0,18.10000038,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.063835829,,40.6,,35.86666667,17.93333333,53.8,21.8428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.139677667,0,7.009465336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.27330093,0,0,0,0,0,0,0,0,0,0,0,1.577556067,0,0,0,0,845
2013,Electrospining,,,4,1,0.000616273,,38.90577946,,,,56.1194,21.83369,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
2013,Electrospining,,,4,1,0.000616273,,39.26380313,,,,55.60768,21.83369,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
2013,Electrospining,,,4,1,0.000616273,,39.50617128,,,,55.26653,21.83369,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
2017,Impregnation,0.5,0.1,5,1,0.184889,,27.25714,,,,80,21.805712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125483441,0,2.11486291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.43068,0,0,0,0,0,0,0,2.368536,0,0,0,1.057431455,0,0,0,0,760
2000,Precipitation,0.75,0.25,3,1.013000011,0.35,,36.09999847,,,,60.09999847,21.69609853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000381,0,90.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.063667754,,38.1,,37.8,18.9,56.7,21.6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.033823404,0,7.155604657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.98342823,0,0,0,0,0,0,0,0,0,0,0,1.827143707,0,0,0,0,842
2014,Impregnation,0.1,0.05,2,1,0.024,,37.11340206,,29.1,29.1,58.2,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66,0,0,0,0,30,0,0,0,0,0,0,0,0,900
2011,Solid-phase technique,0.677419355,0.322580645,2.1,1,0.142264286,92,45,47,36,12,48,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,854
2014,Impregnation,0.677419355,0.322580645,2.1,1,0.016031947,92,45,47,36,12,48,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,854
2014,Sol-gel,0.677419355,0.322580645,2.1,1,0.0438813,92,45,47,36,12,48,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,853.85
2017,Impregnation,0.5,0.1,5,1,0.16514,,31.2462,,,,68.93617,21.53993355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125483441,0,2.11486291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.57683,0,0,0,0,0,0,0,1.14481,0,0,0,1.057431455,0,0,0,0,720
1995,Impregnation,0.666999996,0.333000004,2.003002882,1.013000011,1.32,,28,23.20000076,57.5,19.29999924,76.79999924,21.50399979,0,0,0,0,0,0,0,0,12.89999962,0,0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,63.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.85
2013,Electrospining,,,4,1,0.000616273,,38.41463709,,,,55.94883,21.49254,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
2013,Electrospining,,,4,1,0.000616273,,38.53211601,,,,55.77825,21.49254,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
2013,Electrospining,,,4,1,0.000616273,,38.53211601,,,,55.77825,21.49254,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
2017,Impregnation,0.5,0.1,5,1,0.184889,,27.02857,,,,79.4958,21.48657795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125483441,0,2.11486291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.43068,0,0,0,0,0,0,0,2.368536,0,0,0,1.057431455,0,0,0,0,780
2016,Impregnation,,,3,1,0.000265,,29,26,,,74,21.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225809608,0,2.081131983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65194208,0,0,0,0,0,0,0,0,0,0,0,1.040565992,0,0,0,0,774.85
1989,Impregnation,0.75999999,0.252999991,3.00395298,1.013000011,0.012,91,38.29999924,,19,37,56,21.44799957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2018,Impregnation,0.714285714,0.285714286,2.5,1,0.145832,,37.72169,,48.22647,8.40382,56.63029,21.36190244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.69646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.30354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
1988,n.a.,0.275999993,0.130999997,2.106869936,1.013000011,0.52,,22,,52,45,97,21.34,0,0,0,0,0,0,0,0,0,0,0,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.10000038,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2013,Electrospining,,,4,1,0.000616273,,37.99392011,,,,56.1194,21.32196,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475
1990,n.a.,0.338,0.169,2,1.013000011,0.12,,36.09999847,,,,59,21.2989991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,0,33.40000153,0,0,0,0,0,33.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.85
2019,Sol-gel,0.4,0.1,4,1,0.033086062,,31.19107,,,,68.13187,21.25105926,0,0,0,0,0,0,0,0,9.477756286,0,38.68471954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.83752418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2011,Impregnation,0.171428571,0.028571429,6,0.2,0.282021152,98.4,26,18.4,,,81.6,21.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624329,0,3.622933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07,0,0,0,0,0,0,0,0,0,0,0,0.679744,0,0,0,0,775
2014,SCS,0.64,0.16,4,1,0.41459,,,,,,0,21.17647,0,0,0,0,0,0,0,0,0,0,2.287218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.832529996,0,4.362387829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33667057,0,0,0,0,0,0,0,0,0,0,0,2.181193915,0,0,0,0,758.3014
1988,n.a.,0.215000004,0.108000003,1.990741014,1.013000011,2.65,,46,,,,46,21.16,0,0,0,0,0,0,0,0,93.90000153,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.099999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2011,Solid-phase technique,0.6875,0.3125,2.2,1,0.142264286,94,46,49,36,10,46,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,885
2014,Impregnation,0.6875,0.3125,2.2,1,0.016031947,94,46,49,36,10,46,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,885
2014,Sol-gel,0.6875,0.3125,2.2,1,0.0438813,94,46,49,36,10,46,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.080299563,0,0,2.225920533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65363012,0,0,0,0,0,0,0,0,0,0,0,1.040149782,0,0,0,0,884.85
2013,Impregnation,,,3,1,0.318,98.2,33.9,37.6,40.6,21.8,62.4,21.1536,0,0,0,0,0,0,0,0,0,0,2.247009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292343,0,2.143094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.24601,0,0,0,0,0,0,0,0,0,0,0,1.071547,0,0,0,0,839.85
2010,Impregnation,,,3,1,0.0428119,98.2,33.9,37.5,40.6,21.8,62.4,21.1536,0,0,0,0,0,0,0,0,0,0,2.27196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31744,0,2.16664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.16064,0,0,0,0,0,0,0,0,0,0,0,1.08332,0,0,0,0,840
2014,SCS,0.64,0.16,4,1,0.42962,0.42962122,,,,,0,21.12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.660104851,0,4.233424008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.98975914,0,0,0,0,0,0,0,0,0,0,0,2.116712004,0,0,0,0,740
2014,SCS,0.64,0.16,4,1,0.41745,,,,,,0,21.12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306522,0,0,0,5.831377717,0,4.361525993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.31981139,0,0,0,0,0,0,0,0,0,0,0,2.180762996,0,0,0,0,816.7944
1988,n.a.,0.300000012,0.050000001,6,1.013000011,0.19,100,33,30,31,33,64,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.30000305,0,0,0,0,0,6.699999809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2013,Impregnation,0.6,0.2,3,1,0.9,,37,43,,,57,21.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624329,0,3.622933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07,0,0,0,0,0,0,0,0,0,0,0,0.679744,0,0,0,0,849.85
2019,Impregnation,0.833,0.166,5,1,0.08365,99.4,41.5,48.4,36.68888889,14.11111111,50.8,21.082,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.853,0,0,0,1.402,0,0,0,0,800
2014,SCS,0.64,0.16,4,1,0.41459,,,,,,0,21.07266,0,0,0,0,0,0,0,0,0,0,2.287218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.832529996,0,4.362387829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33667057,0,0,0,0,0,0,0,0,0,0,0,2.181193915,0,0,0,0,773.6271
2011,Solid-phase technique,0.714285714,0.285714286,2.5,1,0.1317,98,49,57,33,10,43,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,908
1989,n.a.,0.270000011,0.056000002,4.821428776,1.013000011,0.49,,28,,43,32,75,21,0,3.799999952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.80000019,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.40000153,0,799.85
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.063142059,,37.8,,35.67857143,19.82142857,55.5,20.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.284953395,0,2.973812694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.77052818,0,0,0,0,0,0,0,0,0,0,0,1.970705726,0,0,0,0,837
2017,Sol-gel,0.75,0.25,3,1,0.36,97.3,35.8,,40.21875,18.28125,58.5,20.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.261,0,2.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8415,0,0,0,0,0,0,0,4.7285,0,0,0,1.057,0,0,0,0,800
1995,Impregnation,0.75,0.25,3,1.013000011,2.1,,27.5,,61.20000076,,76.09999847,20.92749958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699999988,1,0,0,8.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,799.85
2019,Impregnation,0.833,0.166,5,1,0.08453,99.1,39.9,47.2,37.42857143,14.97142857,52.4,20.9076,0,0,0,0,0,0,0,0,0,0,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.687,0,0,0,1.384,0,0,0,0,800
2013,Impregnation,0.666666667,0.333333333,2,1,0.545454545,,45.35714,45.57823,,,46.06061,20.89177536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226,0,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65541491,0,0,0,0,0,0,0,0,0,0,0,1.041,0,0,0,0,800
2018,IJP-A synthesis,0.454545455,0.151515152,3,1,0.062153444,,38.9,,32.92307692,20.57692308,53.5,20.8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613676958,0,5.690227099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05571149,0,0,0,0,0,0,0,0,0,0,0,3.640384452,0,0,0,0,841
1988,n.a.,0.275999993,0.130999997,2.106869936,1.013000011,0.52,,26,,46,34,80,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.10000038,0,81.5,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1989,n.a.,0.333000004,0.166999996,1.994011998,1.013000011,0.39,,40,,,,52,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.85
